company,job_title,city,country,lat_long,ticket,discount,age,gender,times,org_size,background,decision_making,influence
Al Jazeera International,UX Architect,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,25-34,Male,1,26-100,Technologist,No,High
Automattic Inc.,Team 51 Lead,San Francisco,,"""37.77493,-122.419416""",Exhibitor-Only Additional Pass,exhibitor-only-additionalpass,25-34,Male,1,301-500,Professional,No,Low
BAVC,Director of Training,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Professional | Academic | Nonprofit | Director | Technologist | Broadcast | Communications/Marketing,No,High
"Bing News, Microsodt",Chief Journalist,San francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,65+,Female,4-7,501+,Professional,No,None
Brigade,VP-Communications,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | LGBT | Communications/Marketing,Yes,null
Contextly,Cofounder and CEO,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,35-44,Male,3,null,Professional | Entrepreneur/Start up  | Vendor,Yes,null
Crain Communications,staff writer,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,55-64,Male,1,26-100,Professional,Yes,null
Former Editor-in-Chief of The Bold Italic,Freelance Writer & New Media Consultant,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,35-44,Female,1,null,Professional,Yes,null
Freelance,Journalist,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,35-44,Male,1,1-2,Professional | Academic,Yes,null
Global Press Journal,Social Media Strategist,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,volunteer,35-44,Female,4-7,11-25,Professional | Academic | Nonprofit | Manager | Pure-Play Digital | Communications/Marketing  | Independent News/Local,No,High
Google,Strategic Partner Development Manager,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,35-44,Male,4-7,26-100,Professional | Person of Color,No,Medium
Infogram,CEO,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | Executive | Technologist | Vendor,Yes,null
KGO-TV/ABC7 News,Director of Digital Strategy and Operations,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,35-44,Male,1,null,Professional | Person of Color | Executive | Director,No,Medium
KQED,Interactive and Engagement Producer,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,25-34,Female,4-7,null,Professional,No,Low
KQED,Interactive Producer,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,25-34,Female,1,101-300,Professional,No,Low
KQED,"Director, News Operations",San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,65+,Male,15,101-300,Professional | Person of Color | Nonprofit | Director | Broadcast,No,Medium
KQED,Producer,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,18-24,Female,3,101-300,Professional,No,Low
KQED,Reporter,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,35-44,Female,1,101-300,Broadcast,No,Low
KQED,"Senior Interactive Producer, News",San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,25-34,Female,4-7,101-300,Professional,No,Low
KQED,Executive Producer,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,18-24,Female,3,101-300,Professional,No,Medium
Media Lab Asahi Shimbun,Consultant,San Francisco,,"""37.77493,-122.419416""",Getting-Closer Non-Member,,25-34,Female,1,null,Professional,No,None
Meedan,Director of User Experience,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,35-44,Male,1,11-25,Professional | Nonprofit | Director | Developer,No,None
Mother Jones,Online Editor,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Professional | Person of Color | LGBT | Manager,No,Medium
Mother Jones,Reporter,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Person of Color | Nonprofit | Print,No,Low
Mother Jones/Foundation For National Progress,CEO,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,45-54,Female,4-7,26-100,Professional,Yes,null
,digital journalist,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,studentnewsroom-mentor,25-34,Female,null,null,Professional | Person of Color,No,High
Naytev,CEO,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,25-34,Male,1,11-25,Entrepreneur/Start up  | Executive | Developer | Technologist,Yes,null
"Neon Labs, Inc.",Communications and Operations Lead,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Communications/Marketing,No,Medium
News Republic,VP Americas,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Professional | Entrepreneur/Start up  | Director | Technologist | Pure-Play Digital | Publisher,Yes,null
"University of California, Berkeley, Graduate School of Journalism",ONA Student Newsroom,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,studentnewsroom-student,25-34,Male,1,1-2,Student | LGBT | Developer,Yes,null
PhotoWings,President & Founder,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Professional | Academic | Nonprofit | Executive | Publisher,Yes,null
Praetorian Digital,VP of Content,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Professional,Yes,null
Radio Ambulante,Executive Director,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,25-34,Female,1,11-25,Professional | Nonprofit | Executive | Director | Manager | Communications/Marketing  | Independent News/Local,Yes,null
Rally Health,Editor in chief,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,45-54,Female,3,101-300,Professional | Pure-Play Digital,No,High
Rally Health,Editorial Director,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,member133kx5w8,55-64,Female,8-14,101-300,Professional | Entrepreneur/Start up  | Executive,Yes,null
Renaissance Journalism,Deputy Director,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,55-64,Female,null,null,Professional | Person of Color | Nonprofit | Director | Manager | Communications/Marketing,No,High
Reuters,Account Manager,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,ONA14-transfer,25-34,Female,1,501+,Professional | Manager | Communications/Marketing,Yes,null
Reveal + The Center for Investigative Reporting,Producer + Digital Editor,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,25-34,Female,2,null,Professional | Person of Color | Nonprofit | Manager | Technologist | Broadcast | Print | Pure-Play Digital | Independent News/Local | Publisher,No,Medium
Ripple,CEO - Founder,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,35-44,Male,1,3-10,Entrepreneur/Start up  | Executive | Technologist,Yes,null
Ripple,Head of Content,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,25-34,Male,1,3-10,Professional | Entrepreneur/Start up  | Director | Technologist | Publisher,Yes,null
San Francisco Business Times,Social Engagement Manager,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | LGBT | Manager | Print,No,Medium
San Francisco Chronicle,Data Visualization Editor,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,25-34,Male,2,null,Professional | Person of Color | Developer | Technologist,No,Medium
San Francisco Magazine,Intern,San Francisco,,"""37.77493,-122.419416""",Student Member,member133kx5w8,18-24,Female,1,null,Professional | Student | Print,No,Low
SF State Jounralism,Chair,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member,,45-54,Female,3,null,Academic | Person of Color,No,High
Skyline College,Student,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,volunteer,25-34,Female,null,null,Student | Independent News/Local,No,Low
SmartNews,"Senior Manager, Communications",San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-only,25-34,Male,1,null,Professional | Manager,No,Medium
SmartNews,Director of Partner Relations,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,ona-gold-silver,35-44,Male,null,null,Director,No,Medium
SmartNews,SVP Media Business Development,San Francisco,,"""37.77493,-122.419416""",Getting-Closer Member - Approved Late,,55-64,Male,1,null,Executive,Yes,null
SmartNews,Media Business Development,San Francisco,,"""37.77493,-122.419416""",Getting-Closer Member - Approved Late,,35-44,Male,1,null,Technologist | Vendor,No,Medium
SmartNews,Consultant,San Francisco,,"""37.77493,-122.419416""",Getting-Closer Non-Member,,35-44,Male,1,null,Professional | Vendor,No,None
SmartNews,Director of Media and Technology Partnerships,San Francisco,,"""37.77493,-122.419416""",Getting-Closer Non-Member,,35-44,Male,1,null,Professional | Vendor,No,Medium
SmartNews,Media Business Development,San Francisco,,"""37.77493,-122.419416""",Getting-Closer Non-Member,,25-34,Male,1,null,Professional | Vendor,No,Medium
SmartNews Inc,Vice President & Chief Journalist,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,ed-comp-withbanquet,55-64,Male,null,null,Professional | Entrepreneur/Start up  | Executive | Pure-Play Digital | Other,Yes,null
Taboola,Senior Director of Audience Development,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,25-34,Male,4-7,101-300,Professional | Director | Developer | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Vendor,No,High
The Media Consortium,Executive Director,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,member133kx5w8,45-54,Female,null,null,Professional | Nonprofit | Executive | Director,Yes,null
The NewsGuild-CWA,Organizer/Communications,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-fullpass-withbanquet,25-34,Male,1,null,Professional | LGBT | Nonprofit | Print | Communications/Marketing  | Independent News/Local,No,Medium
"The Recorder, American Lawyer Media",Reporter,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,volunteer,18-24,Female,null,null,Professional,No,None
The Wall Street Journal,Deputy Tech Editor,San Francisco,,"""37.77493,-122.419416""",Almost There Member,member133kx5w8,35-44,Female,1,null,Professional | Manager | Print | Pure-Play Digital,No,Medium
Timeline.com,Editor-in-Chief,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,25-34,Male,1,null,Executive,Yes,null
trueAnthem,CEO,San Francisco,,"""37.77493,-122.419416""",Early-Bird Member - Approved Late,sponsor-member133kx5w8,35-44,Male,1,11-25,Professional,Yes,null
trueAnthem,VP of Marketing,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-fullpass-withbanquet,25-34,Male,1,11-25,Executive,Yes,null
trueAnthem,VP of Business Development,San Francisco,,"""37.77493,-122.419416""",Almost There Non-Member,,35-44,Male,1,11-25,Professional | Director | Technologist,Yes,null
"Twitter, Inc.","Account Lead, SnappyTV & Content Partnerships",San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-only,35-44,Female,1,null,Professional,No,Low
"Twitter, Inc.",Partner Engineer,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-only,25-34,Female,1,null,Professional,No,Low
"Twitter, Inc.",Communications,San Francisco,,"""37.77493,-122.419416""",Getting Closer Member,,25-34,Male,1,null,Professional,No,Low
"Twitter, Inc.","Product Manager, Syndication",San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-only,35-44,Female,1,null,Professional,No,Low
UC Berkeley Graduate School of Journalism,Graduate Student/Reporter,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,volunteer,25-34,Female,null,null,Student,No,Low
USA TODAY,Platform producer,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional | Entrepreneur/Start up,No,Low
Wickr Foundation,CEO,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,35-44,Female,null,null,Executive,Yes,null
WIRED,Senior Writer,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,25-34,Male,1,null,Professional | Technologist | Print | Publisher,No,Low
WordPress.com VIP,Happiness Engineer,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,ona-gold-silver,25-34,Male,8-14,301-500,Professional | Technologist | Vendor,No,Low
WordPress.com VIP,VIP Business Engineer,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,exhibitor-only,35-44,Male,1,301-500,Vendor,No,None
Neon,CEO and co-founder,San Francisco,,"""37.77493,-122.419416""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Entrepreneur/Start up  | Executive | Manager | Technologist | Vendor,Yes,null
Bay Area News Group/Digital First Media,Managing Editor - Digital,San Jose,,"""37.338208,-121.886329""",Early-Bird Member,member133kx5w8,55-64,Male,4-7,501+,Professional | Director,No,High
Criterium Communications,Multimedia Storyteller,San Jose,,"""37.338208,-121.886329""",Complimentary Registration,volunteer,55-64,Female,null,null,Professional | Broadcast | Print | Communications/Marketing,Yes,null
Hechinger,Engagement Editor,San Jose,,"""37.338208,-121.886329""",Early-Bird Member,member133kx5w8,25-34,Female,1,11-25,Professional | Nonprofit | Manager,No,Low
KNTV,Integrated Media,San Jose,,"""37.338208,-121.886329""",Early-Bird Member - Group,,25-34,Female,3,null,Professional,No,Low
San Jose Mercury News,Staff Writer,San Jose,,"""37.338208,-121.886329""",Almost There Member,member133kx5w8,45-54,Male,1,101-300,Professional,No,Low
Cal Poly San Luis Obispo,Assistant Profession,San Luis Obispo,,"""35.282752,-120.659616""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Academic,No,Low
Cal Poly San Luis Obispo,Associate Professor,San Luis Obispo,,"""35.282752,-120.659616""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Academic,No,Medium
El Camino College,Student media adviser and journalism instructor,San Pedro,,"""33.736062,-118.292246""",Almost There Member,member133kx5w8,45-54,Female,1,26-100,Professional | Academic,Yes,null
Freelance,Journalist,San Pedro,,"""33.736062,-118.292246""",Early-Bird Member,member133kx5w8,35-44,Female,1,null,Professional,No,None
Graphiq,Director of Strategic Partnerships,Santa Barbara,,"""34.420831,-119.69819""",Complimentary Registration,ona-gold-silver,25-34,Male,1,26-100,Professional,Yes,null
Graphiq,Head of Partner Management,Santa Barbara,,"""34.420831,-119.69819""",Complimentary Registration,ona-gold-silver,25-34,Male,1,26-100,Professional,Yes,null
Graphiq,Publisher Partner Manager,Santa Barbara,,"""34.420831,-119.69819""",Complimentary Registration,exhibitor-only,25-34,Male,1,26-100,Professional,No,High
Graphiq,Director of Product,Santa Barbara,,"""34.420831,-119.69819""",Complimentary Registration,exhibitor-only,25-34,Male,1,26-100,Professional,No,High
